"No.","Time","Source","Destination","Protocol","Length","Info"
"124","27.830075801","157.240.195.56","10.9.2.132","TLSv1.2","179","Application Data"
"125","28.074538269","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"126","28.076368834","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"127","28.076661088","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"128","28.078045809","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"129","28.181566028","157.240.195.56","10.9.2.132","TLSv1.2","165","Application Data"
"130","28.183696332","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"131","29.417433320","10.9.2.132","157.240.195.56","TLSv1.2","284","Application Data"
"132","29.672252778","157.240.195.56","10.9.2.132","TLSv1.2","179","Application Data"
"133","29.894426895","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"134","29.897173781","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"135","29.972016766","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"136","29.974450768","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"137","29.995380019","157.240.195.56","10.9.2.132","TLSv1.2","165","Application Data"
"138","29.997016916","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"139","35.407618810","157.240.195.56","10.9.2.132","TLSv1.2","107","Application Data"
"140","40.972269069","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"141","44.398753538","10.9.2.132","157.240.195.56","TLSv1.2","300","Application Data"
"142","44.603498929","157.240.195.56","10.9.2.132","TLSv1.2","179","Application Data"
"143","44.825595907","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"144","44.828199259","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"145","44.855497275","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"146","44.857833128","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"147","45.058458622","157.240.195.56","10.9.2.132","TLSv1.2","165","Application Data"
"148","45.060607967","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"149","45.303580803","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"150","45.942274675","157.240.195.56","10.9.2.132","TLSv1.2","326","Application Data"
"151","45.964556501","10.9.2.132","157.240.195.56","TLSv1.2","167","Application Data"
"152","49.441208543","10.9.2.132","157.240.195.56","TLSv1.2","300","Application Data"
"153","49.653429844","157.240.195.56","10.9.2.132","TLSv1.2","179","Application Data"
"154","49.863609250","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"155","49.866954621","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"156","49.886603655","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"157","49.888140807","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"158","50.036518133","157.240.195.56","10.9.2.132","TLSv1.2","165","Application Data"
"159","50.038920987","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"160","54.069855738","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"161","57.931158303","157.240.195.56","10.9.2.132","TLSv1.2","1518","Application Data"
"162","57.931615205","157.240.195.56","10.9.2.132","TCP","1436","443  >  52646 [ACK] Seq=22870 Ack=9709 Win=495 Len=1368 TSval=2048439090 TSecr=1547338651 [TCP segment of a reassembled PDU]"
"163","57.932283351","157.240.195.56","10.9.2.132","TLSv1.2","213","Application Data"
"164","57.933783891","157.240.195.56","10.9.2.132","TLSv1.2","1355","Application Data"
"165","57.934313164","157.240.195.56","10.9.2.132","TLSv1.2","224","Application Data"
"166","57.952076829","10.9.2.132","157.240.195.56","TLSv1.2","163","Application Data"
"167","58.130493467","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"168","58.205697534","10.9.2.132","157.240.195.56","TLSv1.2","176","Application Data"
"169","58.322450297","10.9.2.132","157.240.195.56","TLSv1.2","284","Application Data"
"170","58.354246955","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"171","58.530201853","157.240.195.56","10.9.2.132","TLSv1.2","179","Application Data"
"172","58.727498849","157.240.195.56","10.9.2.132","TLSv1.2","165","Application Data"
"173","58.730025891","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"174","58.768880074","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"175","58.769155779","157.240.195.56","10.9.2.132","TLSv1.2","164","Application Data"
"176","58.771574628","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"177","58.776881204","10.9.2.132","157.240.195.56","TLSv1.2","163","Application Data"
"178","73.482860179","157.240.195.56","10.9.2.132","TLSv1.2","148","Application Data"
"179","74.134661670","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"180","74.282449014","157.240.195.56","10.9.2.132","TLSv1.2","140","Application Data"
"181","74.872896597","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
